Pixel,Wavelength,Wavenumber,Raman Shift,Dark,Raw data #1,Dark Subtracted #1
99,537.41,18607.87,189.13,2579,6762,4183
100,537.46,18605.96,191.04,3246,6968,3722
101,537.52,18604.04,192.95,3336,7181,3845
102,537.57,18602.13,194.86,3389,7112,3723
103,537.63,18600.22,196.77,2777,6598,3821
104,537.68,18598.31,198.68,2842,6463,3621
105,537.74,18596.4,200.59,2726,6532,3806
106,537.79,18594.49,202.5,3398,7244,3846
107,537.85,18592.59,204.41,2718,6251,3533
108,537.9,18590.68,206.31,3439,7046,3607
109,537.96,18588.77,208.22,3308,6785,3477
110,538.01,18586.87,210.13,3083,6658,3575
111,538.07,18584.96,212.03,3321,6977,3656
112,538.12,18583.05,213.94,3141,6795,3654
113,538.18,18581.15,215.84,2906,6606,3700
114,538.24,18579.24,217.75,2737,6413,3676
115,538.29,18577.34,219.65,3332,6939,3607
116,538.35,18575.44,221.56,2905,6453,3548
117,538.4,18573.53,223.46,2980,6687,3707
118,538.46,18571.63,225.36,3200,6850,3650
119,538.51,18569.73,227.26,3036,6572,3536
120,538.57,18567.83,229.16,3207,6814,3607
121,538.62,18565.93,231.06,2995,6567,3572
122,538.68,18564.03,232.96,3167,6953,3786
123,538.73,18562.13,234.86,2423,5964,3541
124,538.79,18560.23,236.76,3364,7081,3717
125,538.84,18558.33,238.66,3702,7332,3630
126,538.9,18556.43,240.56,2886,6533,3647
127,538.95,18554.54,242.46,2951,6534,3583
128,539.01,18552.64,244.35,3119,6862,3743
129,539.06,18550.74,246.25,3780,7577,3797
130,539.12,18548.85,248.15,3198,7021,3823
131,539.17,18546.95,250.04,3902,7526,3624
132,539.23,18545.06,251.94,3580,7349,3769
133,539.28,18543.16,253.83,3559,7278,3719
134,539.34,18541.27,255.72,3278,6951,3673
135,539.39,18539.37,257.62,2785,6421,3636
136,539.45,18537.48,259.51,2948,6846,3898
137,539.5,18535.59,261.4,3442,7006,3564
138,539.56,18533.7,263.29,2965,6933,3968
139,539.61,18531.81,265.18,3370,7217,3847
140,539.67,18529.92,267.08,3479,7185,3706
141,539.72,18528.03,268.97,2198,6130,3932
142,539.78,18526.14,270.85,3123,6994,3871
143,539.83,18524.25,272.74,2794,6646,3852
144,539.89,18522.36,274.63,3175,7117,3942
145,539.94,18520.47,276.52,3475,7383,3908
146,540,18518.59,278.41,3032,6818,3786
147,540.05,18516.7,280.29,3351,7293,3942
148,540.11,18514.81,282.18,3397,7128,3731
149,540.16,18512.93,284.07,3303,7128,3825
150,540.22,18511.04,285.95,3017,6655,3638
151,540.27,18509.16,287.84,3397,7206,3809
152,540.33,18507.27,289.72,3033,6854,3821
153,540.38,18505.39,291.6,2695,6594,3899
154,540.44,18503.51,293.49,2882,6600,3718
155,540.49,18501.62,295.37,2922,6679,3757
156,540.55,18499.74,297.25,3247,7103,3856
157,540.6,18497.86,299.13,2748,6644,3896
158,540.66,18495.98,301.01,2598,6415,3817
159,540.71,18494.1,302.89,2982,6763,3781
160,540.77,18492.22,304.77,2775,6716,3941
161,540.82,18490.34,306.65,3383,7292,3909
162,540.88,18488.46,308.53,2651,6452,3801
163,540.93,18486.58,310.41,2835,6590,3755
164,540.99,18484.7,312.29,2733,6632,3899
165,541.04,18482.83,314.16,2655,6651,3996
166,541.1,18480.95,316.04,2572,6366,3794
167,541.15,18479.07,317.92,3331,7155,3824
168,541.21,18477.2,319.79,3153,7077,3924
169,541.26,18475.32,321.67,2229,6182,3953
170,541.32,18473.45,323.54,3211,7138,3927
171,541.37,18471.58,325.42,3099,7259,4160
172,541.43,18469.7,327.29,2925,7023,4098
173,541.48,18467.83,329.16,3281,7247,3966
174,541.54,18465.96,331.04,3232,7263,4031
175,541.59,18464.08,332.91,2866,6912,4046
176,541.65,18462.21,334.78,3100,7151,4051
177,541.7,18460.34,336.65,3091,7272,4181
178,541.76,18458.47,338.52,2871,7130,4259
179,541.81,18456.6,340.39,2788,7002,4214
180,541.87,18454.73,342.26,3464,7448,3984
181,541.92,18452.86,344.13,3629,7749,4120
182,541.98,18451,346,3366,7493,4127
183,542.03,18449.13,347.86,2852,6890,4038
184,542.09,18447.26,349.73,2988,7097,4109
185,542.14,18445.39,351.6,2790,6954,4164
186,542.2,18443.53,353.46,2666,6804,4138
187,542.25,18441.66,355.33,2526,6745,4219
188,542.31,18439.8,357.19,3063,7330,4267
189,542.36,18437.93,359.06,2368,6378,4010
190,542.41,18436.07,360.92,2855,7084,4229
191,542.47,18434.21,362.79,3046,7158,4112
192,542.52,18432.34,364.65,2831,7054,4223
193,542.58,18430.48,366.51,3087,7418,4331
194,542.63,18428.62,368.37,2627,7082,4455
195,542.69,18426.76,370.23,3350,7555,4205
196,542.74,18424.9,372.1,3367,7541,4174
197,542.8,18423.04,373.96,2770,6838,4068
198,542.85,18421.18,375.82,2796,7047,4251
199,542.91,18419.32,377.67,2434,6833,4399
200,542.96,18417.46,379.53,3091,7403,4312
201,543.02,18415.6,381.39,2960,7089,4129
202,543.07,18413.74,383.25,2497,6821,4324
203,543.13,18411.89,385.11,3004,7299,4295
204,543.18,18410.03,386.96,3274,7728,4454
205,543.24,18408.17,388.82,3330,7446,4116
206,543.29,18406.32,390.67,2589,6988,4399
207,543.35,18404.46,392.53,2906,7263,4357
208,543.4,18402.61,394.38,2983,7248,4265
209,543.46,18400.75,396.24,2943,7227,4284
210,543.51,18398.9,398.09,5044,9454,4410
211,543.57,18397.05,399.94,3347,7763,4416
212,543.62,18395.2,401.8,2818,7148,4330
213,543.67,18393.34,403.65,2882,7270,4388
214,543.73,18391.49,405.5,2773,7153,4380
215,543.78,18389.64,407.35,3319,7773,4454
216,543.84,18387.79,409.2,4846,9302,4456
217,543.89,18385.94,411.05,3346,7878,4532
218,543.95,18384.09,412.9,3597,8014,4417
219,544,18382.24,414.75,2781,7272,4491
220,544.06,18380.4,416.6,2801,7194,4393
221,544.11,18378.55,418.44,3003,7626,4623
222,544.17,18376.7,420.29,3240,7812,4572
223,544.22,18374.85,422.14,5176,9913,4737
224,544.28,18373.01,423.98,3134,7649,4515
225,544.33,18371.16,425.83,3168,7974,4806
226,544.39,18369.32,427.68,3259,8108,4849
227,544.44,18367.47,429.52,2757,7536,4779
228,544.5,18365.63,431.36,2961,7531,4570
229,544.55,18363.79,433.21,8233,12956,4723
230,544.6,18361.94,435.05,7871,12478,4607
231,544.66,18360.1,436.89,2958,7725,4767
232,544.71,18358.26,438.73,3202,7825,4623
233,544.77,18356.42,440.58,2805,7580,4775
234,544.82,18354.58,442.42,3543,8114,4571
235,544.88,18352.74,444.26,3304,7583,4279
236,544.93,18350.9,446.1,3232,7941,4709
237,544.99,18349.06,447.94,2636,7329,4693
238,545.04,18347.22,449.78,3025,7834,4809
239,545.1,18345.38,451.61,3304,8063,4759
240,545.15,18343.54,453.45,2922,7690,4768
241,545.21,18341.7,455.29,3250,7903,4653
242,545.26,18339.87,457.13,2517,7156,4639
243,545.31,18338.03,458.96,2959,7781,4822
244,545.37,18336.2,460.8,2767,7466,4699
245,545.42,18334.36,462.63,3381,8016,4635
246,545.48,18332.53,464.47,2761,7618,4857
247,545.53,18330.69,466.3,3339,8151,4812
248,545.59,18328.86,468.13,2914,7564,4650
249,545.64,18327.03,469.97,2346,7011,4665
250,545.7,18325.19,471.8,2493,7133,4640
251,545.75,18323.36,473.63,3117,7828,4711
252,545.81,18321.53,475.46,2847,7643,4796
253,545.86,18319.7,477.29,2431,7131,4700
254,545.92,18317.87,479.12,3650,8439,4789
255,545.97,18316.04,480.95,2332,7314,4982
256,546.02,18314.21,482.78,3758,8197,4439
257,546.08,18312.38,484.61,3153,7886,4733
258,546.13,18310.55,486.44,2391,7250,4859
259,546.19,18308.72,488.27,3039,8018,4979
260,546.24,18306.9,490.1,3389,8266,4877
261,546.3,18305.07,491.92,4208,8816,4608
262,546.35,18303.24,493.75,2882,7497,4615
263,546.41,18301.42,495.58,3354,8102,4748
264,546.46,18299.59,497.4,3723,8477,4754
265,546.51,18297.77,499.23,2656,7416,4760
266,546.57,18295.94,501.05,3318,7893,4575
267,546.62,18294.12,502.87,2760,7403,4643
268,546.68,18292.3,504.7,2715,7012,4297
269,546.73,18290.47,506.52,3102,7443,4341
270,546.79,18288.65,508.34,2977,7415,4438
271,546.84,18286.83,510.16,2859,7165,4306
272,546.9,18285.01,511.98,3464,7749,4285
273,546.95,18283.19,513.81,3212,7633,4421
274,547.01,18281.37,515.63,3266,7592,4326
275,547.06,18279.55,517.44,2552,6784,4232
276,547.11,18277.73,519.26,3607,7658,4051
277,547.17,18275.91,521.08,3091,7204,4113
278,547.22,18274.09,522.9,3238,7280,4042
279,547.28,18272.27,524.72,3510,7626,4116
280,547.33,18270.46,526.53,2989,7171,4182
281,547.39,18268.64,528.35,2793,6851,4058
282,547.44,18266.83,530.17,3202,7073,3871
283,547.49,18265.01,531.98,2850,6958,4108
284,547.55,18263.19,533.8,3367,7454,4087
285,547.6,18261.38,535.61,2493,6794,4301
286,547.66,18259.57,537.43,3036,7233,4197
287,547.71,18257.75,539.24,3052,7201,4149
288,547.77,18255.94,541.05,3233,7292,4059
289,547.82,18254.13,542.86,2955,6957,4002
290,547.88,18252.32,544.68,2888,6909,4021
291,547.93,18250.5,546.49,3402,7329,3927
292,547.98,18248.69,548.3,2616,6526,3910
293,548.04,18246.88,550.11,2917,7082,4165
294,548.09,18245.07,551.92,2836,6618,3782
295,548.15,18243.26,553.73,2939,6940,4001
296,548.2,18241.46,555.54,2553,6737,4184
297,548.26,18239.65,557.34,3411,7394,3983
298,548.31,18237.84,559.15,3062,7069,4007
299,548.36,18236.03,560.96,2438,6691,4253
300,548.42,18234.23,562.77,2752,6979,4227
301,548.47,18232.42,564.57,4194,8442,4248
302,548.53,18230.61,566.38,3469,7719,4250
303,548.58,18228.81,568.18,2842,7116,4274
304,548.64,18227,569.99,3275,7251,3976
305,548.69,18225.2,571.79,2991,7184,4193
306,548.75,18223.4,573.6,2607,6895,4288
307,548.8,18221.59,575.4,3040,7093,4053
308,548.85,18219.79,577.2,3115,7368,4253
309,548.91,18217.99,579,3073,7318,4245
310,548.96,18216.19,580.8,3603,7818,4215
311,549.02,18214.39,582.61,3881,8254,4373
312,549.07,18212.59,584.41,2794,7100,4306
313,549.13,18210.79,586.21,3694,8105,4411
314,549.18,18208.99,588.01,3078,7557,4479
315,549.23,18207.19,589.8,3972,8374,4402
316,549.29,18205.39,591.6,3093,7552,4459
317,549.34,18203.59,593.4,3127,7613,4486
318,549.4,18201.79,595.2,3336,7856,4520
319,549.45,18200,597,3633,8270,4637
320,549.5,18198.2,598.79,3494,8152,4658
321,549.56,18196.4,600.59,3433,7983,4550
322,549.61,18194.61,602.38,3853,8478,4625
323,549.67,18192.81,604.18,3678,8221,4543
324,549.72,18191.02,605.97,4237,8860,4623
325,549.78,18189.23,607.77,4414,8998,4584
326,549.83,18187.43,609.56,4005,8675,4670
327,549.88,18185.64,611.35,4242,8891,4649
328,549.94,18183.85,613.15,4006,8711,4705
329,549.99,18182.06,614.94,4350,8942,4592
330,550.05,18180.26,616.73,4445,8830,4385
331,550.1,18178.47,618.52,4036,8885,4849
332,550.16,18176.68,620.31,3622,8390,4768
333,550.21,18174.89,622.1,3888,8502,4614
334,550.26,18173.1,623.89,3838,8559,4721
335,550.32,18171.32,625.68,3602,8122,4520
336,550.37,18169.53,627.47,3627,8306,4679
337,550.43,18167.74,629.25,4455,9184,4729
338,550.48,18165.95,631.04,3221,7847,4626
339,550.53,18164.17,632.83,3324,8355,5031
340,550.59,18162.38,634.61,3328,8089,4761
341,550.64,18160.59,636.4,3366,7986,4620
342,550.7,18158.81,638.18,3564,8260,4696
343,550.75,18157.02,639.97,3063,7967,4904
344,550.81,18155.24,641.75,3468,8374,4906
345,550.86,18153.46,643.54,2836,7645,4809
346,550.91,18151.67,645.32,3656,8819,5163
347,550.97,18149.89,647.1,3562,8556,4994
348,551.02,18148.11,648.88,3085,8365,5280
349,551.08,18146.33,650.67,3120,8191,5071
350,551.13,18144.54,652.45,3362,8527,5165
351,551.18,18142.76,654.23,2987,8604,5617
352,551.24,18140.98,656.01,2930,8526,5596
353,551.29,18139.2,657.79,2860,8507,5647
354,551.35,18137.43,659.57,2864,8737,5873
355,551.4,18135.65,661.35,3440,9466,6026
356,551.45,18133.87,663.12,3126,9042,5916
357,551.51,18132.09,664.9,3095,9005,5910
358,551.56,18130.31,666.68,3010,8818,5808
359,551.62,18128.54,668.46,3074,9003,5929
360,551.67,18126.76,670.23,2940,8703,5763
361,551.72,18124.99,672.01,3227,8758,5531
362,551.78,18123.21,673.78,2273,8187,5914
363,551.83,18121.44,675.56,3046,8549,5503
364,551.89,18119.66,677.33,2655,8125,5470
365,551.94,18117.89,679.1,2970,8318,5348
366,551.99,18116.12,680.88,3488,9000,5512
367,552.05,18114.34,682.65,3338,8808,5470
368,552.1,18112.57,684.42,2304,7454,5150
369,552.16,18110.8,686.19,2559,7875,5316
370,552.21,18109.03,687.96,2821,8231,5410
371,552.26,18107.26,689.73,2631,7978,5347
372,552.32,18105.49,691.5,3200,8259,5059
373,552.37,18103.72,693.27,3044,8509,5465
374,552.43,18101.95,695.04,3211,8346,5135
375,552.48,18100.18,696.81,2930,8186,5256
376,552.53,18098.41,698.58,3076,8242,5166
377,552.59,18096.65,700.35,3094,8278,5184
378,552.64,18094.88,702.11,3181,8261,5080
379,552.7,18093.11,703.88,3869,9119,5250
380,552.75,18091.35,705.65,2678,7881,5203
381,552.8,18089.58,707.41,3504,8559,5055
382,552.86,18087.82,709.18,2822,7840,5018
383,552.91,18086.05,710.94,3167,8353,5186
384,552.97,18084.29,712.7,3133,8309,5176
385,553.02,18082.52,714.47,3226,8229,5003
386,553.07,18080.76,716.23,2824,8115,5291
387,553.13,18079,717.99,2598,7563,4965
388,553.18,18077.24,719.76,3133,8198,5065
389,553.24,18075.48,721.52,2747,7760,5013
390,553.29,18073.71,723.28,3059,8074,5015
391,553.34,18071.95,725.04,2906,7870,4964
392,553.4,18070.19,726.8,3203,8115,4912
393,553.45,18068.44,728.56,2579,7756,5177
394,553.51,18066.68,730.32,2908,7796,4888
395,553.56,18064.92,732.07,3094,8192,5098
396,553.61,18063.16,733.83,3470,8402,4932
397,553.67,18061.4,735.59,3163,8291,5128
398,553.72,18059.65,737.35,3423,8675,5252
399,553.77,18057.89,739.1,3031,8002,4971
400,553.83,18056.13,740.86,3276,8362,5086
401,553.88,18054.38,742.61,2702,7788,5086
402,553.94,18052.62,744.37,2900,7872,4972
403,553.99,18050.87,746.12,2586,7614,5028
404,554.04,18049.11,747.88,2953,8193,5240
405,554.1,18047.36,749.63,3503,8704,5201
406,554.15,18045.61,751.38,3380,8334,4954
407,554.21,18043.86,753.14,3053,7933,4880
408,554.26,18042.1,754.89,2621,7571,4950
409,554.31,18040.35,756.64,3435,8351,4916
410,554.37,18038.6,758.39,3356,8318,4962
411,554.42,18036.85,760.14,5110,9980,4870
412,554.47,18035.1,761.89,5213,10259,5046
413,554.53,18033.35,763.64,2696,7900,5204
414,554.58,18031.6,765.39,2658,7782,5124
415,554.64,18029.86,767.14,3020,8058,5038
416,554.69,18028.11,768.89,2840,7887,5047
417,554.74,18026.36,770.63,3103,8213,5110
418,554.8,18024.61,772.38,2859,8011,5152
419,554.85,18022.87,774.13,2687,7774,5087
420,554.9,18021.12,775.87,3057,8170,5113
421,554.96,18019.38,777.62,2760,8021,5261
422,555.01,18017.63,779.36,3012,8195,5183
423,555.07,18015.89,781.11,3873,9135,5262
424,555.12,18014.14,782.85,3669,8873,5204
425,555.17,18012.4,784.59,2692,8004,5312
426,555.23,18010.66,786.34,3110,8254,5144
427,555.28,18008.91,788.08,3399,8493,5094
428,555.33,18007.17,789.82,3259,8584,5325
429,555.39,18005.43,791.56,2969,8128,5159
430,555.44,18003.69,793.3,3173,8536,5363
431,555.5,18001.95,795.04,2847,8081,5234
432,555.55,18000.21,796.78,2917,8126,5209
433,555.6,17998.47,798.52,2987,8171,5184
434,555.66,17996.73,800.26,2701,7988,5287
435,555.71,17994.99,802,3445,8926,5481
436,555.76,17993.26,803.74,2934,8135,5201
437,555.82,17991.52,805.47,2775,8002,5227
438,555.87,17989.78,807.21,2580,8005,5425
439,555.92,17988.04,808.95,3726,8846,5120
440,555.98,17986.31,810.68,2625,8021,5396
441,556.03,17984.57,812.42,2634,7963,5329
442,556.09,17982.84,814.15,3239,8488,5249
443,556.14,17981.1,815.89,3382,8698,5316
444,556.19,17979.37,817.62,2806,8093,5287
445,556.25,17977.64,819.36,2793,8231,5438
446,556.3,17975.9,821.09,2835,8208,5373
447,556.35,17974.17,822.82,3659,8953,5294
448,556.41,17972.44,824.55,3438,8852,5414
449,556.46,17970.71,826.28,3262,8217,4955
450,556.51,17968.98,828.02,3320,8716,5396
451,556.57,17967.25,829.75,3223,8562,5339
452,556.62,17965.52,831.48,2924,8400,5476
453,556.68,17963.79,833.21,2754,8108,5354
454,556.73,17962.06,834.93,2833,7996,5163
455,556.78,17960.33,836.66,2825,8249,5424
456,556.84,17958.6,838.39,2942,8235,5293
457,556.89,17956.87,840.12,2622,7927,5305
458,556.94,17955.15,841.84,3063,8219,5156
459,557,17953.42,843.57,2984,8211,5227
460,557.05,17951.7,845.3,3070,8240,5170
461,557.1,17949.97,847.02,3183,8279,5096
462,557.16,17948.24,848.75,3441,8704,5263
463,557.21,17946.52,850.47,2926,8359,5433
464,557.26,17944.8,852.2,2700,7885,5185
465,557.32,17943.07,853.92,2423,7678,5255
466,557.37,17941.35,855.64,3602,8755,5153
467,557.43,17939.63,857.37,3020,8139,5119
468,557.48,17937.91,859.09,2688,8195,5507
469,557.53,17936.18,860.81,2835,7999,5164
470,557.59,17934.46,862.53,2926,8180,5254
471,557.64,17932.74,864.25,2502,7662,5160
472,557.69,17931.02,865.97,3026,8296,5270
473,557.75,17929.3,867.69,2521,7745,5224
474,557.8,17927.58,869.41,3234,8473,5239
475,557.85,17925.87,871.13,2405,7653,5248
476,557.91,17924.15,872.85,2991,8162,5171
477,557.96,17922.43,874.56,2451,7496,5045
478,558.01,17920.71,876.28,3143,8373,5230
479,558.07,17919,878,3187,8368,5181
480,558.12,17917.28,879.71,2957,7993,5036
481,558.17,17915.56,881.43,2684,7965,5281
482,558.23,17913.85,883.14,2541,7793,5252
483,558.28,17912.13,884.86,2883,7998,5115
484,558.33,17910.42,886.57,2979,8295,5316
485,558.39,17908.71,888.29,3875,8892,5017
486,558.44,17906.99,890,2786,8011,5225
487,558.49,17905.28,891.71,2631,8023,5392
488,558.55,17903.57,893.42,2935,8214,5279
489,558.6,17901.86,895.14,2912,8393,5481
490,558.65,17900.15,896.85,2786,7985,5199
491,558.71,17898.44,898.56,3014,8206,5192
492,558.76,17896.73,900.27,2938,8345,5407
493,558.81,17895.02,901.98,3145,8520,5375
494,558.87,17893.31,903.69,3113,8438,5325
495,558.92,17891.6,905.39,2756,8088,5332
496,558.97,17889.89,907.1,2923,8261,5338
497,559.03,17888.18,908.81,3299,8751,5452
498,559.08,17886.47,910.52,2758,8014,5256
499,559.14,17884.77,912.22,3178,8364,5186
500,559.19,17883.06,913.93,3294,8386,5092
501,559.24,17881.36,915.64,2743,8222,5479
502,559.3,17879.65,917.34,3327,8610,5283
503,559.35,17877.95,919.05,3307,8605,5298
504,559.4,17876.24,920.75,2868,8153,5285
505,559.46,17874.54,922.45,2644,8000,5356
506,559.51,17872.83,924.16,2818,8098,5280
507,559.56,17871.13,925.86,2752,8255,5503
508,559.61,17869.43,927.56,2824,8272,5448
509,559.67,17867.73,929.27,2698,8203,5505
510,559.72,17866.03,930.97,3861,9142,5281
511,559.77,17864.33,932.67,3146,8463,5317
512,559.83,17862.62,934.37,2557,7936,5379
513,559.88,17860.93,936.07,3156,8885,5729
514,559.93,17859.23,937.77,2938,8355,5417
515,559.99,17857.53,939.47,3362,8731,5369
516,560.04,17855.83,941.16,2879,8278,5399
517,560.09,17854.13,942.86,3363,8616,5253
518,560.15,17852.43,944.56,3118,8427,5309
519,560.2,17850.74,946.26,2708,8175,5467
520,560.25,17849.04,947.95,5305,10807,5502
521,560.31,17847.34,949.65,2955,8496,5541
522,560.36,17845.65,951.34,2684,7997,5313
523,560.41,17843.95,953.04,2873,8332,5459
524,560.47,17842.26,954.73,2947,8336,5389
525,560.52,17840.56,956.43,3162,8591,5429
526,560.57,17838.87,958.12,2827,8214,5387
527,560.63,17837.18,959.81,3604,8812,5208
528,560.68,17835.49,961.51,2598,8142,5544
529,560.73,17833.79,963.2,3119,8597,5478
530,560.79,17832.1,964.89,2945,8586,5641
531,560.84,17830.41,966.58,2629,8219,5590
532,560.89,17828.72,968.27,3029,8687,5658
533,560.95,17827.03,969.96,3096,8868,5772
534,561,17825.34,971.65,3198,8594,5396
535,561.05,17823.65,973.34,3071,8714,5643
536,561.11,17821.96,975.03,2665,8053,5388
537,561.16,17820.27,976.72,3888,9345,5457
538,561.21,17818.59,978.41,5316,10832,5516
539,561.26,17816.9,980.09,3154,8843,5689
540,561.32,17815.21,981.78,2731,8343,5612
541,561.37,17813.53,983.47,3006,8626,5620
542,561.42,17811.84,985.15,3317,9090,5773
543,561.48,17810.16,986.84,2695,8523,5828
544,561.53,17808.47,988.52,2618,8331,5713
545,561.58,17806.79,990.21,2367,8005,5638
546,561.64,17805.1,991.89,2749,8252,5503
547,561.69,17803.42,993.57,3003,8726,5723
548,561.74,17801.74,995.26,2851,8569,5718
549,561.8,17800.05,996.94,2695,8272,5577
550,561.85,17798.37,998.62,3072,8750,5678
551,561.9,17796.69,1000.3,3280,8874,5594
552,561.96,17795.01,1001.98,3297,9031,5734
553,562.01,17793.33,1003.66,2607,8313,5706
554,562.06,17791.65,1005.34,2922,8759,5837
555,562.11,17789.97,1007.02,2628,8693,6065
556,562.17,17788.29,1008.7,2903,8926,6023
557,562.22,17786.61,1010.38,2577,8518,5941
558,562.27,17784.94,1012.06,2945,8654,5709
559,562.33,17783.26,1013.73,3241,9131,5890
560,562.38,17781.58,1015.41,3024,8795,5771
561,562.43,17779.9,1017.09,3011,8885,5874
562,562.49,17778.23,1018.76,3377,9392,6015
563,562.54,17776.55,1020.44,3348,9326,5978
564,562.59,17774.88,1022.11,4002,9965,5963
565,562.64,17773.2,1023.79,3900,9849,5949
566,562.7,17771.53,1025.46,2885,8934,6049
567,562.75,17769.86,1027.14,3009,9244,6235
568,562.8,17768.18,1028.81,3288,9350,6062
569,562.86,17766.51,1030.48,3603,10033,6430
570,562.91,17764.84,1032.16,2492,8737,6245
571,562.96,17763.17,1033.83,2812,9080,6268
572,563.02,17761.49,1035.5,3143,9266,6123
573,563.07,17759.82,1037.17,2646,9066,6420
574,563.12,17758.15,1038.84,3349,9726,6377
575,563.17,17756.48,1040.51,2704,8997,6293
576,563.23,17754.81,1042.18,2483,8863,6380
577,563.28,17753.15,1043.85,3359,9569,6210
578,563.33,17751.48,1045.52,3273,9589,6316
579,563.39,17749.81,1047.18,3496,9983,6487
580,563.44,17748.14,1048.85,2883,9370,6487
581,563.49,17746.48,1050.52,3583,10273,6690
582,563.55,17744.81,1052.18,3253,9884,6631
583,563.6,17743.14,1053.85,3439,10336,6897
584,563.65,17741.48,1055.51,3020,9742,6722
585,563.7,17739.81,1057.18,2785,9653,6868
586,563.76,17738.15,1058.84,2841,9970,7129
587,563.81,17736.48,1060.51,3014,9834,6820
588,563.86,17734.82,1062.17,2363,9367,7004
589,563.92,17733.16,1063.83,2716,9681,6965
590,563.97,17731.5,1065.5,2667,9560,6893
591,564.02,17729.83,1067.16,3056,9884,6828
592,564.07,17728.17,1068.82,2393,9271,6878
593,564.13,17726.51,1070.48,3089,10205,7116
594,564.18,17724.85,1072.14,2847,9727,6880
595,564.23,17723.19,1073.8,3092,10073,6981
596,564.29,17721.53,1075.46,3084,10120,7036
597,564.34,17719.87,1077.12,3670,10745,7075
598,564.39,17718.21,1078.78,2790,9839,7049
599,564.44,17716.55,1080.44,2132,9295,7163
600,564.5,17714.9,1082.1,3557,10622,7065
601,564.55,17713.24,1083.75,2334,9547,7213
602,564.6,17711.58,1085.41,3119,10105,6986
603,564.66,17709.93,1087.07,2907,9961,7054
604,564.71,17708.27,1088.72,2986,10077,7091
605,564.76,17706.61,1090.38,3199,10543,7344
606,564.81,17704.96,1092.03,2775,10073,7298
607,564.87,17703.31,1093.69,3388,10495,7107
608,564.92,17701.65,1095.34,3063,10210,7147
609,564.97,17700,1096.99,2806,10101,7295
610,565.02,17698.35,1098.65,3335,10623,7288
611,565.08,17696.69,1100.3,2501,9377,6876
